uid	orderId	pf	productId	orderInfo	time	currency	spend	paid	status	payLevel	buildingLv
799052676000308	12999763169054705758.1331596920439981	google	9310		1431166384343	0	9.99	0.00	0	2	2
1055672254000233	12999763169054705758.1331596920439981	google	9310		1431181789826	0	9.99	0.00	0	2	2
984326603000015	12999763169054705758.1331596920439981	google	9310		1431187663304	0	9.99	0.00	0	3	3
1347461824000001	12999763169054705758.1331596920439981	google	9310		1431224927042	0	9.99	0.00	0	1	1
1059383813000233	12999763169054705758.1331596920439981	google	9310		1431260730193	0	9.99	0.00	0	2	2
331947600000002	12999763169054705758.1329919490449813	google	9152		1420014358329	0	99.99	0.00	0	17	0
1094157001000002	12999763169054705758.1358328670205891	google	9450		1421201531772	0	4.99	0.00	0	10	0
298058573000002	12999763169054705758.1358328670205891	google	9450		1421201531772	0	4.99	0.00	0	17	0
376994720000010	12999763169054705758.1301231347258463	google	9470		1422248130348	0	4.99	0.00	0	10	0
922849585000002	12999763169054705758.1301231347258463	google	9470		1422248130348	0	4.99	0.00	0	21	0
29512921000031	12999763169054705758.1370118819368460	google	9470		1422433414686	0	4.99	0.00	0	16	0
298058573000002	12999763169054705758.1314060692550083	google	9105		1422683665276	0	19.99	0.00	0	18	0
1161601610000002	12999763169054705758.1314060692550083	google	9105		1422683665276	0	19.99	0.00	0	7	0
193322045000044	12999763169054705758.1383463355491303	google	9375		1425055241812	0	4.99	0.00	0	15	0
1003572300000002	12999763169054705758.1324799145314324	google	9105		1426669382116	0	19.99	0.00	0	12	0
1244834464000002	12999763169054705758.1324799145314324	google	9105		1426676017996	0	19.99	0.00	0	5	0
679236580000002	12999763169054705758.1320624085048518	google	9620		1426909403579	0	4.99	0.00	0	22	0
696533040000016	12999763169054705758.1320624085048518	google	9620		1426919495633	0	4.99	0.00	0	10	0
924416351000002	12999763169054705758.1337526267164327	google	9635		1427354410996	0	4.99	0.00	0	22	0
261083496000002	12999763169054705758.1337526267164327	google	9635		1427355483489	0	4.99	0.00	0	16	0
470048370000079	12999763169054705758.1355602236033669	google	9672		1427849516015	0	19.99	0.00	0	17	0
659881761000060	12999763169054705758.1355602236033669	google	9672		1427849965309	0	19.99	0.00	0	12	0
979453302000002	12999763169054705758.1302528409603829	google	9723		1428922144411	0	49.99	0.00	0	27	0
328263910000035	12999763169054705758.1302528409603829	google	9723		1429185618072	0	49.99	0.00	0	9	0
61894961000002	12999763169054705758.1396472615033477	google	9744		1429194635499	0	99.99	0.00	0	32	0
946857918000002	12999763169054705758.1396472615033477	google	9744		1429195445079	0	99.99	0.00	0	14	0
1207583908000002	12999763169054705758.1308952178952374	google	9310		1429453769213	0	9.99	0.00	0	13	0
13528163000175	12999763169054705758.1308952178952374	google	9310		1429455018727	0	9.99	0.00	0	12	0
1287962256000002	12999763169054705758.1325736188641049	google	9830		1430759382132	0	4.99	0.00	0	11	12
1029688357000233	12999763169054705758.1331596920439981	google	9310		1430875587734	0	9.99	0.00	0	4	5
1198785709000140	12999763169054705758.1331596920439981	google	9310		1430892836165	0	9.99	0.00	0	1	2
1043702900000233	12999763169054705758.1331596920439981	google	9310		1430900347206	0	9.99	0.00	0	1	2
1262446652000005	12999763169054705758.1331596920439981	google	9310		1430901158502	0	9.99	0.00	0	2	2
979478612000015	12999763169054705758.1331596920439981	google	9310		1430916179998	0	9.99	0.00	0	1	2
27109489000298	12999763169054705758.1331596920439981	google	9310		1431063044343	0	9.99	0.00	0	4	5
1346838681000001	12999763169054705758.1331596920439981	google	9310		1431063746187	0	9.99	0.00	0	2	2
1051941559000233	12999763169054705758.1331596920439981	google	9310		1431081527902	0	9.99	0.00	0	2	2
1264986265000005	12999763169054705758.1331596920439981	google	9310		1431089052173	0	9.99	0.00	0	1	2
1347457768000001	12999763169054705758.1331596920439981	google	9310		1431126675528	0	9.99	0.00	0	1	1
799052676000308	12999763169054705758.1331596920439981	google	9310		1431166451292	0	9.99	0.00	0	2	2
1055672254000233	12999763169054705758.1331596920439981	google	9310		1431181903642	0	9.99	0.00	0	2	2
984326603000015	12999763169054705758.1331596920439981	google	9310		1431187743905	0	9.99	0.00	0	3	3
1347461824000001	12999763169054705758.1331596920439981	google	9310		1431225062546	0	9.99	0.00	0	1	1
1059383813000233	12999763169054705758.1331596920439981	google	9310		1431260863317	0	9.99	0.00	0	2	2
1125793433000006	12999763169054705758.1351469341971625	google	9456		1421571202535	0	9.99	0.00	0	3	0
17011427000003	12999763169054705758.1395723610514514	google	9460		1421715058147	0	4.99	0.00	0	18	0
263678980000003	12999763169054705758.1395723610514514	google	9460		1421715058147	0	4.99	0.00	0	16	0
1148018890000003	12999763169054705758.1343734878467616	google	9490		1423383312333	0	4.99	0.00	0	10	0
88788000003	12999763169054705758.1396576032577283	google	9350		1424010905307	0	4.99	0.00	0	20	0
1011632079000003	12999763169054705758.1396576032577283	google	9350		1424010905307	0	4.99	0.00	0	14	0
88788000003	12999763169054705758.1346868519500070	google	9351		1424010975254	0	9.99	0.00	0	20	0
1011632079000003	12999763169054705758.1346868519500070	google	9351		1424010975254	0	9.99	0.00	0	14	0
88788000003	12999763169054705758.1364443381218944	google	9352		1424011054423	0	19.99	0.00	0	20	0
1011632079000003	12999763169054705758.1364443381218944	google	9352		1424011054423	0	19.99	0.00	0	14	0
88788000003	12999763169054705758.1374167800666953	google	9380		1425304530645	0	4.99	0.00	0	21	0
1011632079000003	12999763169054705758.1374167800666953	google	9380		1425304530645	0	4.99	0.00	0	15	0
1009842854000003	12999763169054705758.1329775690299638	google	9385		1425483171011	0	4.99	0.00	0	14	0
1120974840000003	12999763169054705758.1329775690299638	google	9385		1425483171011	0	4.99	0.00	0	11	0
1226611895000003	668740236569663	facebook	9000		1426463998472	0	4.99	0.00	0	8	0
426418515000003	12999763169054705758.1302937699755729	google	9646		1427442080015	0	9.99	0.00	0	25	0
1176042484000003	12999763169054705758.1302937699755729	google	9646		1427446526731	0	9.99	0.00	0	10	0
1053822139000003	12999763169054705758.1364309594169439	google	9680		1428032287104	0	4.99	0.00	0	23	0
1011632079000003	12999763169054705758.1310880402890970	google	9105		1430056340725	0	19.99	0.00	0	17	14
88788000003	12999763169054705758.1310880402890970	google	9105		1430061796256	0	19.99	0.00	0	24	20
1003891930000275	12999763169054705758.1345915449272314	google	9815		1430503742702	0	4.99	0.00	0	5	6
1029688357000233	12999763169054705758.1331596920439981	google	9310		1430875713723	0	9.99	0.00	0	4	5
1198785709000140	12999763169054705758.1331596920439981	google	9310		1430892893984	0	9.99	0.00	0	1	2
1043702900000233	12999763169054705758.1331596920439981	google	9310		1430900413794	0	9.99	0.00	0	1	2
1262446652000005	12999763169054705758.1331596920439981	google	9310		1430901323976	0	9.99	0.00	0	2	2
979478612000015	12999763169054705758.1331596920439981	google	9310		1430916299893	0	9.99	0.00	0	1	2
991321790000120	12999763169054705758.1365910521802680	google	9002		1430934591366	0	19.99	0.00	0	3	4
991321790000120	12999763169054705758.1319613372858761	google	9003		1430934591472	0	49.99	0.00	0	3	4
991321790000120	12999763169054705758.1336733726632113	google	9001		1430934591533	0	9.99	0.00	0	3	4
991321790000120	12999763169054705758.1344143507644202	google	9000		1430934591605	0	4.99	0.00	0	3	4
27109489000298	12999763169054705758.1331596920439981	google	9310		1431062913995	0	9.99	0.00	0	4	5
1346838681000001	12999763169054705758.1331596920439981	google	9310		1431064009286	0	9.99	0.00	0	2	2
1051941559000233	12999763169054705758.1331596920439981	google	9310		1431081591198	0	9.99	0.00	0	2	2
1264986265000005	12999763169054705758.1331596920439981	google	9310		1431089101777	0	9.99	0.00	0	1	2
1347457768000001	12999763169054705758.1331596920439981	google	9310		1431126738356	0	9.99	0.00	0	1	1
799052676000308	12999763169054705758.1331596920439981	google	9310		1431166515295	0	9.99	0.00	0	2	2
1055672254000233	12999763169054705758.1331596920439981	google	9310		1431181960079	0	9.99	0.00	0	2	2
984326603000015	12999763169054705758.1331596920439981	google	9310		1431187885440	0	9.99	0.00	0	3	3
1347461824000001	12999763169054705758.1331596920439981	google	9310		1431225127670	0	9.99	0.00	0	1	1
1059383813000233	12999763169054705758.1331596920439981	google	9310		1431261165020	0	9.99	0.00	0	2	2
10401271000004	12999763169054705758.1327842416405806	google	9452		1421135496264	0	19.99	0.00	0	11	0
458672164000004	12999763169054705758.1327842416405806	google	9452		1421135496264	0	19.99	0.00	0	24	0
597174172000004	12999763169054705758.1369773692715973	google	9310		1422008569131	0	9.99	0.00	0	16	0
1111258476000004	12999763169054705758.1369773692715973	google	9310		1422008569131	0	9.99	0.00	0	8	0
678691834000020	12999763169054705758.1345010898244616	google	9494		1423408679128	0	99.99	0.00	0	21	0
116501150000004	12999763169054705758.1363774473770269	google	9360		1424314322382	0	4.99	0.00	0	10	0
765117546000004	12999763169054705758.1363774473770269	google	9360		1424314322382	0	4.99	0.00	0	24	0
1000696071000004	12999763169054705758.1363891280219804	google	9251		1424368875260	0	9.99	0.00	0	26	0
1129323262000004	12999763169054705758.1363891280219804	google	9251		1424368875260	0	9.99	0.00	0	11	0
795741561000004	12999763169054705758.1375233772702631	google	9151		1425490490488	0	49.99	0.00	0	17	0
1127571440000004	12999763169054705758.1375233772702631	google	9151		1425490490488	0	49.99	0.00	0	13	0
1235558335000004	12999763169054705758.1319850389045010	google	9300		1428160192920	0	9.99	0.00	0	8	0
450384125000004	12999763169054705758.1319850389045010	google	9300		1428160835436	0	9.99	0.00	0	26	0
513985410000004	12999763169054705758.1358017866454141	google	9745		1429274218830	0	4.99	0.00	0	19	0
1257716496000004	12999763169054705758.1358017866454141	google	9745		1429275801036	0	4.99	0.00	0	10	0
20750380000004	12999763169054705758.1326410340836535	google	9760		1429586086976	0	4.99	0.00	0	18	0
756112797000051	12999763169054705758.1326410340836535	google	9760		1429588052406	0	4.99	0.00	0	16	0
414523313000281	722191144565041	facebook	9000		1429861629081	0	4.99	0.00	0	4	5
139059749000004	12999763169054705758.1367654057616335	google	9801		1430263782302	0	9.99	0.00	0	25	19
1287151829000004	12999763169054705758.1367654057616335	google	9801		1430265349788	0	9.99	0.00	0	5	6
781753079000096	12999763169054705758.1322226269612189	google	9820		1430665742698	0	4.99	0.00	0	24	18
1199416833000004	12999763169054705758.1322226269612189	google	9820		1430666803465	0	4.99	0.00	0	16	15
1029688357000233	12999763169054705758.1331596920439981	google	9310		1430875853308	0	9.99	0.00	0	4	5
1043702900000233	12999763169054705758.1331596920439981	google	9310		1430900504679	0	9.99	0.00	0	1	2
1262446652000005	12999763169054705758.1331596920439981	google	9310		1430901508335	0	9.99	0.00	0	2	2
979478612000015	12999763169054705758.1331596920439981	google	9310		1430916463658	0	9.99	0.00	0	1	2
27109489000298	12999763169054705758.1331596920439981	google	9310		1431062817822	0	9.99	0.00	0	4	5
1346838681000001	12999763169054705758.1331596920439981	google	9310		1431064073807	0	9.99	0.00	0	2	2
1051941559000233	12999763169054705758.1331596920439981	google	9310		1431081642236	0	9.99	0.00	0	2	2
1264986265000005	12999763169054705758.1331596920439981	google	9310		1431089174839	0	9.99	0.00	0	1	2
1347457768000001	12999763169054705758.1331596920439981	google	9310		1431128420449	0	9.99	0.00	0	1	1
799052676000308	12999763169054705758.1331596920439981	google	9310		1431166575098	0	9.99	0.00	0	2	2
1055672254000233	12999763169054705758.1331596920439981	google	9310		1431182135201	0	9.99	0.00	0	2	2
984326603000015	12999763169054705758.1331596920439981	google	9310		1431187968537	0	9.99	0.00	0	3	3
1347461824000001	12999763169054705758.1331596920439981	google	9310		1431225284016	0	9.99	0.00	0	1	1
1059383813000233	12999763169054705758.1331596920439981	google	9310		1431261391835	0	9.99	0.00	0	2	2
369456961000005	12999763169054705758.1374061508018635	google	9100		1413382797240	0	4.99	0.00	0	11	0
782665393000005	12999763169054705758.1374061508018635	google	9100		1413382797240	0	4.99	0.00	0	8	0
1067288426000005	12999763169054705758.1374210316337518	google	9005		1419546882758	0	9.99	0.00	0	3	0
1067622051000005	12999763169054705758.1374210316337518	google	9005		1419546882758	0	9.99	0.00	0	1	0
63884583000005	12999763169054705758.1327868858702671	google	9460		1421692262181	0	4.99	0.00	0	17	0
1091653890000001	12999763169054705758.1327868858702671	google	9460		1421692262181	0	4.99	0.00	0	3	0
192634741000005	12999763169054705758.1384518309241010	google	9490		1423220075531	0	4.99	0.00	0	18	0
1138416581000005	12999763169054705758.1384518309241010	google	9490		1423220075531	0	4.99	0.00	0	10	0
504961209000005	12999763169054705758.1367393211215902	google	9105		1423501853204	0	19.99	0.00	0	15	0
1161346776000005	12999763169054705758.1367393211215902	google	9105		1423501853204	0	19.99	0.00	0	1	0
1161781065000005	12999763169054705758.1367393211215902	google	9105		1423501853204	0	19.99	0.00	0	3	0
504961209000005	12999763169054705758.1368194217173245	google	9350		1423861670067	0	4.99	0.00	0	15	0
1161781065000005	12999763169054705758.1368194217173245	google	9350		1423861670067	0	4.99	0.00	0	7	0
504961209000005	12999763169054705758.1341019143571223	google	9351		1423914391682	0	9.99	0.00	0	16	0
1161781065000005	12999763169054705758.1341019143571223	google	9351		1423914391682	0	9.99	0.00	0	8	0
504961209000005	12999763169054705758.1315486825226930	google	9600		1426283619941	0	4.99	0.00	0	17	0
1161781065000005	12999763169054705758.1315486825226930	google	9600		1426283619941	0	4.99	0.00	0	13	0
504961209000005	12999763169054705758.1333947650082786	google	9601		1426284224582	0	9.99	0.00	0	17	0
1161781065000005	12999763169054705758.1333947650082786	google	9601		1426284224582	0	9.99	0.00	0	14	0
1161781065000005	12999763169054705758.1396071484937251	google	9615		1426755343602	0	4.99	0.00	0	14	0
504961209000005	12999763169054705758.1396071484937251	google	9615		1426764134845	0	4.99	0.00	0	17	0
504961209000005	12999763169054705758.1391399120453834	google	9616		1426779220329	0	9.99	0.00	0	17	0
1161781065000005	12999763169054705758.1391399120453834	google	9616		1426789019961	0	9.99	0.00	0	14	0
504961209000005	12999763169054705758.1345816194372032	google	9242		1427110762383	0	19.99	0.00	0	18	0
1161781065000005	12999763169054705758.1345816194372032	google	9242		1427139652892	0	19.99	0.00	0	15	0
504961209000005	12999763169054705758.1304665174604746	google	9635		1427283288740	0	4.99	0.00	0	18	0
1161781065000005	12999763169054705758.1304665174604746	google	9635		1427307426302	0	4.99	0.00	0	15	0
504961209000005	12999763169054705758.1359062164174634	google	9636		1427364828894	0	9.99	0.00	0	18	0
1161781065000005	12999763169054705758.1359062164174634	google	9636		1427369473577	0	9.99	0.00	0	15	0
106162830000005	12999763169054705758.1334492088439923	google	9645		1427515278340	0	4.99	0.00	0	23	0
980721793000005	12999763169054705758.1334492088439923	google	9645		1427515522171	0	4.99	0.00	0	16	0
1161781065000005	12999763169054705758.1351853788414483	google	9670		1427878038011	0	4.99	0.00	0	15	0
504961209000005	12999763169054705758.1351853788414483	google	9670		1427878660845	0	4.99	0.00	0	18	0
504961209000005	12999763169054705758.1358760980030407	google	9671		1427879528024	0	9.99	0.00	0	18	0
1161781065000005	12999763169054705758.1358760980030407	google	9671		1427884180910	0	9.99	0.00	0	16	0
1161781065000005	12999763169054705758.1333856117450103	google	9151		1428098039033	0	49.99	0.00	0	16	0
504961209000005	12999763169054705758.1333856117450103	google	9151		1428139738732	0	49.99	0.00	0	19	0
1161781065000005	12999763169054705758.1301563073753478	google	9105		1428269061454	0	19.99	0.00	0	16	0
504961209000005	12999763169054705758.1301563073753478	google	9105		1428319021996	0	19.99	0.00	0	19	0
504961209000005	12999763169054705758.1321874746505697	google	9152		1428425878078	0	99.99	0.00	0	19	0
1161781065000005	12999763169054705758.1321874746505697	google	9152		1428426190798	0	99.99	0.00	0	16	0
1161781065000005	12999763169054705758.1303614685578103	google	9705		1428599100074	0	4.99	0.00	0	16	0
504961209000005	12999763169054705758.1303614685578103	google	9705		1428601322315	0	4.99	0.00	0	19	0
504961209000005	12999763169054705758.1363074856944573	google	9715		1428824247284	0	4.99	0.00	0	19	0
1161781065000005	12999763169054705758.1363074856944573	google	9715		1428827102828	0	4.99	0.00	0	17	0
504961209000005	12999763169054705758.1338626424833499	google	9745		1429236437145	0	4.99	0.00	0	20	0
1161781065000005	12999763169054705758.1338626424833499	google	9745		1429236704974	0	4.99	0.00	0	17	0
504961209000005	12999763169054705758.1321497269196738	google	9746		1429236823834	0	9.99	0.00	0	20	0
1161781065000005	12999763169054705758.1321497269196738	google	9746		1429239416876	0	9.99	0.00	0	17	0
504961209000005	12999763169054705758.1366567951499233	google	9747		1429283050636	0	19.99	0.00	0	20	0
1161781065000005	12999763169054705758.1366567951499233	google	9747		1429283772750	0	19.99	0.00	0	17	0
1161781065000005	12999763169054705758.1343684464955197	google	9748		1429320739838	0	49.99	0.00	0	18	0
504961209000005	12999763169054705758.1343684464955197	google	9748		1429353544873	0	49.99	0.00	0	20	0
504961209000005	12999763169054705758.1330273497186745	google	9749		1429378963012	0	99.99	0.00	0	21	0
1161781065000005	12999763169054705758.1330273497186745	google	9749		1429379629158	0	99.99	0.00	0	18	0
504961209000005	12999763169054705758.1343163966770503	google	9760		1429632144086	0	4.99	0.00	0	21	17
1161781065000005	12999763169054705758.1343163966770503	google	9760		1429635466661	0	4.99	0.00	0	20	15
1161781065000005	12999763169054705758.1394177283607959	google	9770		1429814439664	0	4.99	0.00	0	20	16
504961209000005	12999763169054705758.1394177283607959	google	9770		1429856724486	0	4.99	0.00	0	22	17
1161781065000005	12999763169054705758.1370874310868382	google	9775		1429984294713	0	4.99	0.00	0	20	16
504961209000005	12999763169054705758.1370874310868382	google	9775		1429987782088	0	4.99	0.00	0	22	17
1226675000000005	12999763169054705758.1361361938794134	google	9795		1430146746352	0	4.99	0.00	0	10	11
504961209000005	12999763169054705758.1318814978633073	google	9795		1430167280781	0	4.99	0.00	0	22	17
1161781065000005	12999763169054705758.1318814978633073	google	9795		1430170576629	0	4.99	0.00	0	20	16
793655920000005	12999763169054705758.1361361938794134	google	9795		1430175734974	0	4.99	0.00	0	21	21
504961209000005	12999763169054705758.1369786897445558	google	9805		1430320236237	0	4.99	0.00	0	22	17
1161781065000005	12999763169054705758.1369786897445558	google	9805		1430323292474	0	4.99	0.00	0	20	16
504961209000005	12999763169054705758.1310861284240594	google	9806		1430342651855	0	9.99	0.00	0	22	17
1161781065000005	12999763169054705758.1310861284240594	google	9806		1430343645911	0	9.99	0.00	0	21	16
504961209000005	12999763169054705758.1391203651810556	google	9820		1430612584382	0	4.99	0.00	0	23	17
1161781065000005	12999763169054705758.1391203651810556	google	9820		1430624455864	0	4.99	0.00	0	21	16
504961209000005	12999763169054705758.1350184124863165	google	9821		1430693115572	0	9.99	0.00	0	23	17
1161781065000005	12999763169054705758.1350184124863165	google	9821		1430693630484	0	9.99	0.00	0	21	16
1029688357000233	12999763169054705758.1331596920439981	google	9310		1430875973724	0	9.99	0.00	0	4	5
1043702900000233	12999763169054705758.1331596920439981	google	9310		1430900611102	0	9.99	0.00	0	1	2
1262446652000005	12999763169054705758.1331596920439981	google	9310		1430901014265	0	9.99	0.00	0	2	2
979478612000015	12999763169054705758.1331596920439981	google	9310		1430916539832	0	9.99	0.00	0	1	2
80396602000036	12999763169054705758.1385606554617366	google	9845		1431003912882	0	4.99	0.00	0	14	13
793655920000005	12999763169054705758.1385606554617366	google	9845		1431011400406	0	4.99	0.00	0	21	22
27109489000298	12999763169054705758.1331596920439981	google	9310		1431062357517	0	9.99	0.00	0	4	5
1346838681000001	12999763169054705758.1331596920439981	google	9310		1431064123452	0	9.99	0.00	0	2	2
504961209000005	12999763169054705758.1365744854818635	google	9850		1431080968069	0	4.99	0.00	0	23	17
1051941559000233	12999763169054705758.1331596920439981	google	9310		1431082343132	0	9.99	0.00	0	2	2
1264986265000005	12999763169054705758.1331596920439981	google	9310		1431088570648	0	9.99	0.00	0	1	1
1161781065000005	12999763169054705758.1365744854818635	google	9850		1431102774271	0	4.99	0.00	0	21	16
1347457768000001	12999763169054705758.1331596920439981	google	9310		1431128511825	0	9.99	0.00	0	1	1
799052676000308	12999763169054705758.1331596920439981	google	9310		1431166653194	0	9.99	0.00	0	2	2
1055672254000233	12999763169054705758.1331596920439981	google	9310		1431182254747	0	9.99	0.00	0	2	2
984326603000015	12999763169054705758.1331596920439981	google	9310		1431188036556	0	9.99	0.00	0	3	3
1347461824000001	12999763169054705758.1331596920439981	google	9310		1431225338514	0	9.99	0.00	0	1	1
1083199315000007	12999763169054705758.1329919490449813	google	9152		1420014358329	0	99.99	0.00	0	7	0
466003290000006	12999763169054705758.1387045124802951	google	9427		1420877384341	0	19.99	0.00	0	21	0
466003290000006	12999763169054705758.1369526811784350	google	9425		1420947896147	0	4.99	0.00	0	21	0
19682538000006	12999763169054705758.1380143524959749	google	9455		1421490920845	0	4.99	0.00	0	18	0
126174197000049	12999763169054705758.1380143524959749	google	9455		1421490920845	0	4.99	0.00	0	8	0
481099799000006	12999763169054705758.1351469341971625	google	9456		1421571202535	0	9.99	0.00	0	21	0
72521283000006	12999763169054705758.1361709786800796	google	9461		1421933115638	0	9.99	0.00	0	21	0
1066054512000006	12999763169054705758.1361709786800796	google	9461		1421933115638	0	9.99	0.00	0	14	0
481099799000006	12999763169054705758.1313863960221373	google	9465		1422027885394	0	4.99	0.00	0	21	0
728521436000010	12999763169054705758.1344315945128891	google	9470		1422507111415	0	4.99	0.00	0	14	0
1050369553000006	12999763169054705758.1344315945128891	google	9470		1422507111415	0	4.99	0.00	0	12	0
19682538000006	12999763169054705758.1365741361932066	google	9485		1423031011096	0	4.99	0.00	0	19	0
1154681086000006	12999763169054705758.1365741361932066	google	9485		1423031011096	0	4.99	0.00	0	1	0
314357803000006	12999763169054705758.1398606714296195	google	9485		1423143290502	0	4.99	0.00	0	20	0
62990594000006	12999763169054705758.1358885611509923	google	9495		1423601749775	0	4.99	0.00	0	16	0
1140202354000006	12999763169054705758.1358885611509923	google	9495		1423601749775	0	4.99	0.00	0	8	0
170151830000006	12999763169054705758.1330447904046218	google	9006		1424583408395	0	24.99	0.00	0	22	0
684863987000015	12999763169054705758.1384935418002025	google	9382		1425307321189	0	19.99	0.00	0	17	0
1016555270000006	12999763169054705758.1384935418002025	google	9382		1425307321189	0	19.99	0.00	0	23	0
342009948000006	12999763169054705758.1333417169177601	google	9706		1428607636628	0	9.99	0.00	0	27	0
1133126617000006	12999763169054705758.1333417169177601	google	9706		1428611856825	0	9.99	0.00	0	19	0
871007269000249	12999763169054705758.1333993155754367	google	9815		1430543672556	0	4.99	0.00	0	11	8
1029688357000233	12999763169054705758.1331596920439981	google	9310		1430876133028	0	9.99	0.00	0	4	5
1262446652000005	12999763169054705758.1331596920439981	google	9310		1430901800317	0	9.99	0.00	0	2	2
979478612000015	12999763169054705758.1331596920439981	google	9310		1430916624986	0	9.99	0.00	0	1	2
1016555270000006	12999763169054705758.1388858230446791	google	9841		1430993665367	0	9.99	0.00	0	27	22
684863987000015	12999763169054705758.1388858230446791	google	9841		1430994474483	0	9.99	0.00	0	19	16
797756054000006	12999763169054705758.1393246314398193	google	9845		1431030578347	0	4.99	0.00	0	22	20
851029369000108	12999763169054705758.1393246314398193	google	9845		1431034783287	0	4.99	0.00	0	12	11
27109489000298	12999763169054705758.1331596920439981	google	9310		1431062227105	0	9.99	0.00	0	4	5
1346838681000001	12999763169054705758.1331596920439981	google	9310		1431064198196	0	9.99	0.00	0	2	2
1043702900000233	12999763169054705758.1331596920439981	google	9310		1431074079525	0	9.99	0.00	0	1	2
1264986265000005	12999763169054705758.1331596920439981	google	9310		1431089224350	0	9.99	0.00	0	1	2
1051941559000233	12999763169054705758.1331596920439981	google	9310		1431093377143	0	9.99	0.00	0	2	2
1347457768000001	12999763169054705758.1331596920439981	google	9310		1431128706098	0	9.99	0.00	0	1	1
713182175000098	12999763169054705758.1365977504754656	google	9852		1431162931696	0	19.99	0.00	0	18	19
799052676000308	12999763169054705758.1331596920439981	google	9310		1431166700574	0	9.99	0.00	0	2	2
1055672254000233	12999763169054705758.1331596920439981	google	9310		1431182394064	0	9.99	0.00	0	2	2
984326603000015	12999763169054705758.1331596920439981	google	9310		1431188095951	0	9.99	0.00	0	3	3
1347461824000001	12999763169054705758.1331596920439981	google	9310		1431225405201	0	9.99	0.00	0	1	1
1059383813000233	12999763169054705758.1331596920439981	google	9310		1431261547927	0	9.99	0.00	0	2	2
152501833000007	12999763169054705758.1338593688161572	google	9004		1417213300069	0	99.99	0.00	0	19	0
958518887000007	12999763169054705758.1338593688161572	google	9004		1417213300069	0	99.99	0.00	0	17	0
152501833000007	12999763169054705758.1324793388530751	google	9004		1417362591432	0	99.99	0.00	0	19	0
958518887000007	12999763169054705758.1324793388530751	google	9004		1417362591432	0	99.99	0.00	0	18	0
152501833000007	12999763169054705758.1391077283582259	google	9004		1417936874292	0	99.99	0.00	0	20	0
958518887000007	12999763169054705758.1391077283582259	google	9004		1417936874292	0	99.99	0.00	0	19	0
1059119538000007	12999763169054705758.1322491856148019	google	9435		1419258073421	0	4.99	0.00	0	6	0
